Response;Submitted on:;Q16_KRITIK DAN SARAN;sentimen
290508;15/09/2025 13.07;untuk kegiatan PKKMB online cukup menyulitkan karena susah nya jaringan dan besar nya pemakaian data untuk yang tidak menggunakan wifi;positif
345710;21/09/2025 00.58;PKKMB Selanjutnya harus lebih baik lagi mulai dari alat, teknisi maupun jadwal agar informasi yang di sebarkan tidak simpang siur.;positif
294572;15/09/2025 23.55;sangat seruuu, tapi kurang seru karna pkkmn offline nya diganti jadi daring;netral
301660;17/09/2025 13.22;tidak ada, menurut saya informasi nya sangat jelas;positif
309734;18/09/2025 12.06;semoga tahun depan semakin seru lagi kegiatan pkkmb dan tidak online;positif
278096;11/09/2025 12.13;Kegiatan PKKMB online sudah berjalan dengan baik, dan memberikan manfaat bagi mahasiswa baru. Namun akan lebih seru jika PKKMB dilaksanakan offline.   Terimakasih;positif
281152;12/09/2025 00.14;Semoga pkkmb selanjutnya tidak ada lagi online supaya mahasiswa Merasakan pkkmb offline sehingga kita bisa mengenal lebih dalam awal perkuliahan..  Terima kasih;netral
294694;16/09/2025 00.10;keren tapi tahun ini online ;positif
350698;21/09/2025 10.19;Kurang seru karena online;netral
312592;18/09/2025 17.15;Semua bagus tidak ada masuk pokoknya top mantap is the best;positif
283950;12/09/2025 16.55;Tidak ada, karena PKKMB nya sudah terkonsep dengan sangat baik. Terima kasih;positif
323326;19/09/2025 15.45;tidak ada;netral
323328;19/09/2025 15.45;tidak ada;netral
323332;19/09/2025 15.45;tidak ada;netral
323334;19/09/2025 15.45;tidak ada;netral
323338;19/09/2025 15.45;tidak ada;netral
323340;19/09/2025 15.45;tidak ada;netral
323342;19/09/2025 15.46;tidak ada;netral
323346;19/09/2025 15.46;tidak ada;netral
323348;19/09/2025 15.46;tidak ada;netral
323352;19/09/2025 15.46;tidak ada;netral
323354;19/09/2025 15.46;tidak ada;netral
325522;19/09/2025 18.58;lebih semangatt;netral
325526;19/09/2025 18.58;lebih semangatt;netral
315668;18/09/2025 22.58;Sangat baik;positif
324306;19/09/2025 17.11;seru dan sangat asik;positif
318822;19/09/2025 07.51;buat kegiatan lebih interaktif dan menyenangkan biar maba lebih semangat;positif
294742;16/09/2025 00.16;Untuk kegiatan PKKMB yang pertama, karena diubah dari offline ke online, terasa kurang memuaskan karena interaksi dengan teman-teman dan panitia menjadi terbatas. Namun, untuk PKKMB yang kedua yang dilaksanakan secara online, saya merasa sangat memuaskan karena materi yang disampaikan lebih jelas, penyampaian lebih terstruktur, dan saya jadi lebih paham mengenai program studi serta kegiatan kampus.;netral
307690;18/09/2025 05.25;jujur dengan adanya pkkmb online sangat membantu yang rumah nya jauh tapi juga tidak seru karna ga bertatapan langsung kadang web nya eror,,semoga kedepan  tidak ada lagi pkkmb online ya terima kasih..;netral
306074;17/09/2025 22.22;Jika mengadakan PKKMB secara online seharusnya dipersiapan lebih baik lagi dengan contoh jika menggunakan zoom kalau bisa menggunakan yang berbayar agar kapasitas yang join lebih baik.;positif
311532;18/09/2025 15.34;sangat seru semoga tahun depan nga online lagi ya pkkmb nya untuk yang reg cs;positif
318666;19/09/2025 07.29;kegiatan yang sangat bermanfaat untuk mahasiswa baru , dapat mengenal profile kampus lebih dalam dan mengenal prodi lebih dalam ;positif
309464;18/09/2025 11.36;Sebenrnya rada kecewa pkkmb nya di online kan tapi tetep bangga menjadi mahasiswa unpam;negatif
351022;21/09/2025 10.52;-;netral
308036;18/09/2025 07.41;sangat bagus untuk mengenal lingkungan kampus;positif
323780;19/09/2025 16.27;Untuk kegiatan pkkmb hal yang sangat sya tunggu tapi sayangnya online, masukan saya supaya pkkmb berikutnya jangan online tapi offline aja  Terimakasih 🙏🏻;positif
306560;17/09/2025 23.19;Agak kecewa karna PKKMB nya online gara gara demo min 🙂;negatif
303904;17/09/2025 18.00;menyenangkan;positif
353594;21/09/2025 16.34;sangat menyenangkan dan tetap menjaga karena sedang ada demo;positif
349244;21/09/2025 07.50;semoga saya bisa dapat sertifikat ya;netral
318314;19/09/2025 06.29;MASUKAN DARI SAYA UNTUK UNIVERSITAS PAMULANG ADALAH UNTUK BISA MENAMPILKAN VIDEO VIDEO UNIT KEGIATAN MAHASISWA SAAT SEDANG PPKMB ONLINE / DARING;positif
278192;11/09/2025 12.36;pkkmb seru dan mengasah otak mahasiswa;positif
352454;21/09/2025 13.05;Kegiatan pkkmb saya online ;netral
307300;18/09/2025 01.08;Masukan saya adakan lagi acara/event seperti ini di kampus, karena dari sini mahasiswa dapat menunjukkan kualitas bakat dan minat mereka, terimakasih. ;positif
293480;15/09/2025 21.21;Karena PKKMB dilakukan secara daring, membuat suasana menjadi kurang seru dan tidak bersosialisasi langsung dengan teman teman. Namun, mengingat situasu sedang tidak baik baik saja, jadi tidak apa apa.;netral
298160;16/09/2025 15.40;Saya adalah salah satu dari ribuan orang yang sedih karna tidak bisa menjalankan PKKMB offline, saya harap di tahun depan kami yang tidak bisa megikuti PKKMB offline di berikan kesmpatan untuk mengikuti PKKMB offline. Aamiin.;netral
278782;11/09/2025 15.15;Semoga PKKMB selanjutnya bisa berjalan tanpa hambatan seperti kemarin PKKMB offline reg cs;positif
331208;20/09/2025 02.07;untuk kedepannya semoga lebih terstruktur dan team yang memberikan informasi terkait pkkmb lebih teliti dan tidak plin plan2510 dalam menyampaikan informasi.;positif
293074;15/09/2025 19.59;  1. *Interaktif dan Menarik Kegiatan yang melibatkan mahasiswa baru.  2. Informasi Jelas  Struktur kampus, kebijakan, fasilitas.  3. Mentoring Mahasiswa senior membimbing mahasiswa baru.  4. Koneksi Sosial Fasilitasi perkenalan dan hubungan.  5. Orientasi Akademis Ekspektasi akademis dan cara belajar.  6. Inklusif dan Feedback Ramah bagi semua, evaluasi untuk perbaikan.  Tujuan  Membantu mahasiswa baru adaptasi dan merasa bagian dari kampus untuk kesuksesan akademis.;positif
324856;19/09/2025 17.58;KERENNN SEMANGATTT;positif
341890;20/09/2025 19.18;semoga kedepanya web nya tidak gampang eror yaaa hehehe;netral
352054;21/09/2025 12.23;Semoga pkkmb di tahun selanjutnya tidak ada online lagi karna itu momen sakral yang di tunggu-tunggu oleh para maba;netral
320792;19/09/2025 11.20;membantu mahasiswa memahami lingkungan kampus dan kehidupan akademik, membantu mahasiswa baru beradaptasi dan berinteraksi langsung kepada lingkungan;positif
332872;20/09/2025 04.19;Mohon untuk antisipasi pemuatan Web SPMB yang penuh karena banyak diakses.;positif
341482;20/09/2025 18.32;Menurut saya, kegiatan PKKMB lebih baik dilaksanakan secara langsung/tatap muka. Agar para mahasiswa baru lebih mengenal lingkungan kampus dengan jelas, bertemu teman-teman baru dari prodi lain, dan informasi yang disampaikan juga menjadi lebih jelas dan menyeluruh.;positif
304856;17/09/2025 20.00;Sangat puas ;positif
338160;20/09/2025 12.06;semoga pkkmb kedepannya semakin baik dan semakin bagus;positif
331764;20/09/2025 02.57;seruu, arahan yang jelas dan bikin sangat puas;positif
321550;19/09/2025 12.59;;netral
352342;21/09/2025 12.52;saya mau pkkmb offline;netral
311468;18/09/2025 15.27;Materi yang di sampaikan pada saat Pkkmb Sangat dimengerti dan mudah di pahami. ;positif
303846;17/09/2025 17.54;Ok;positif
323070;19/09/2025 15.24;masukan saya memperbaiki kesalah teknis di website pkkmb ini karena ngelag itu saja terima kasih;netral
296566;16/09/2025 11.31;Saya merasa kegiatan PKKMB sangat bermanfaat untuk mengenal lingkungan kampus, dosen, dan teman-teman baru, serta memberikan informasi penting tentang sistem perkuliahan dan fasilitas kampus. Untuk kedepannya, kegiatan ini bisa lebih menarik jika dilengkapi dengan sesi interaktif atau games yang melibatkan peserta lebih aktif, sehingga suasana menjadi lebih menyenangkan dan peserta lebih mudah mengingat materi yang diberikan.;positif
335502;20/09/2025 07.44;Tidak bisa mengikuti kegiatan pkkmb di zoom karena kapasitas zoom sudah penuh, mohon untuk menambah kapasitasnya lagi.;netral
354672;21/09/2025 22.06;Ga seru online soalnya ;positif
347954;21/09/2025 04.53;mungkin tidak ada karena materi PKKMB sudah relevan dan sesuai, hanya saja karena kegiatan dilakukan secara online, saya tidak bisa memberikan masukan lebih lanjut terkait pelaksanaannya.   ;positif
280344;11/09/2025 21.43;Kegiatan PKKMB sudah berjalan baik dan membantu mahasiswa baru mengenal lingkungan kampus;positif
279158;11/09/2025 16.39;kegiatan yang sangat seru dan mendapatkan pengalaman pkkmb;positif
337554;20/09/2025 10.50;Kurangnya pengenalan lingkungan kampus secara menyeluruh karena proses PKKMB daring. ;negatif
353414;21/09/2025 15.50;Mantap ;positif
309880;18/09/2025 12.24;Berikut masukan singkat untuk kegiatan PKKMB Online:    1. Gunakan platform yang stabil dan mudah diakses.      2. Buat suasana interaktif dengan kuis atau diskusi.      3. Sampaikan materi singkat dan menarik.      4. Atur durasi supaya tidak terlalu lama.      5. Berikan panduan lengkap sebelum acara.      6. Lakukan evaluasi setelah kegiatan.    ;positif
303680;17/09/2025 17.32;Aman bgt, udah bagus dan oke banget semua nya  ;positif
351664;21/09/2025 11.47;Sangat baik;positif
329304;19/09/2025 23.41;Semoga pkkmb berikutnya tidak online;netral
289814;15/09/2025 11.20;Good;positif
348148;21/09/2025 05.30;Bagi saya pkkmb sudah sangat menyenangkan ;positif
314988;18/09/2025 21.50;sudah cukup tidak ada;netral
354832;21/09/2025 22.51;Tidak ada masukan karena semuanya sudah sangat jelas,Terimakasih Unpam.;positif
293396;15/09/2025 21.03;Menurut saya, pelaksanaan PKKMB online sudah cukup baik dalam memberikan pengenalan mengenai kehidupan kampus. namun kendala teknis seperti website yang sering lemot cukup mengganggu jalannya kegiatan;netral
295474;16/09/2025 06.41;pkkmb membantu mahasiswa baru dalam mengetahui hal-hal yang masih belum dipahami dan memperbanyak teman dan relasi;positif
323978;19/09/2025 16.46;Perbaiki kualitas web untuk mengerjakan PKKMB online karna sangat lemot;netral
291048;15/09/2025 14.51;Kapasitas zoom di tambah lagi;netral
331642;20/09/2025 02.48;Kegiatan PKKMB nya seruu dan menyenangkan, serta menambah pengetahuan seputar kuliah;positif
277406;11/09/2025 07.52;Karena saya regular CS, jadi kemarin tidak ada PKKMB Offline, dan saya merasa PKKMB ini kurang jika dilakukan secara online, karena terkait sinyal yang kurang bagus,  ;netral
283618;12/09/2025 16.07;Menurut saya kegiatan PKKMB sudah berjalan baik dan membantu kami mengenal kampus. Mungkin bisa ditambah metode yang lebih interaktif supaya peserta lebih semangat.;positif
308870;18/09/2025 10.11;Masukan nya mungkin terkesan dadakan daring, saya memaklumi karena suatu peristiwa alasan agar semua kondusif.  Mungkin lebih seru & meriah jika diadakan luring.;positif
276914;11/09/2025 00.47;dimohon lebihkan kapasitas untuk zoom pkkmb kemarin;netral
327066;19/09/2025 21.00;CUKUP BAGUS TAPI SAYANG NYA CS HARUS PKKMB ONLINE TAPI GAPAPA TETAP SERU;positif
277834;11/09/2025 10.35;dilain waktu, kalau satu reguler online semua online ya, kalau semua offline maka semua offline biar adil🙏;netral
325216;19/09/2025 18.33;Masukan untuk pelaksanaan pkkmb menurut saya yaitu sinyal yang kurang memadai pada saat pelaksanaan pkkmb online sehingga menjadi terhambat untuk menerima informasi.;netral
277230;11/09/2025 05.16;Sebaiknya kejelasan informasi tentang PKKMB Online lebih di perjelas lagi ;positif
336366;20/09/2025 09.02;sangat seru tapi tahun ini kurang karena online tapi tetep seruu;netral
281430;12/09/2025 02.35;salut, acaranya seru semangat terus;positif
331450;20/09/2025 02.29;tidak bisa join zoom karena kapasitas zoom yang terbatas, jadi mohon agar bisa memberikan kapasitas yang lebih banyak lagi.      ;netral
328314;19/09/2025 22.34;PKKMB membantu mahasiswa baru beradaptasi, memahami nilai akademik, dan membangun jaringan sosial, sehingga meningkatkan kesadaran dan kesiapan menghadapi tantangan kampus.;positif
310778;18/09/2025 14.08;  Kegiatan PKKMB untuk mahasiswa kelas karyawan sebaiknya menyesuaikan dengan kebutuhan dan kondisi peserta yang umumnya sudah bekerja. Materi lebih difokuskan pada pengenalan sistem akademik, layanan kampus, serta manajemen waktu antara kerja dan kuliah.    ;positif
354586;21/09/2025 21.37;Mantap;positif
285914;12/09/2025 23.55;Kegiatan PKKMB yang telah saya ikuti memberikan banyak manfaat, terutama dalam memberikan pemahaman mengenai dunia perkuliahan, peraturan kampus, serta kesempatan untuk mengenal lebih dekat lingkungan UNPAM. Secara umum, kegiatan ini sudah terlaksana dengan baik. Namun, agar pelaksanaannya lebih optimal, saya menyarankan agar materi dapat disampaikan dengan cara yang lebih interaktif dan komunikatif. Selain itu, penambahan kegiatan kreatif, simulasi, maupun diskusi kelompok akan membantu meningkatkan keterlibatan mahasiswa baru sekaligus menciptakan suasana yang lebih menyenangkan dan membangun rasa kebersamaan.;positif
300268;16/09/2025 21.11;Tidak bisa memberikan banyak masukan, menurut saya pkkmb daring kemarin servernya perlu  perbaikan kembali.;positif
352564;21/09/2025 13.18;saya senang dengan ada nya pkkmb,saya sangat terbantu untuk mengenal tentang kampus.namun untuk mengerjakan nya butuh sekali waktu yg pas karna web untuk beberapa kali saya coba erorr dan saya sering mengulang untuk mengerjakan nya. terima kasihh;positif
322726;19/09/2025 14.49;PKKMB harus lebih meriah agar maba menjadi bersemangat dan terhibur;netral
299806;16/09/2025 20.07;Sangat menyenangkan ;positif
309198;18/09/2025 11.00;sangat seru, namun pkkmb offline terhambat karena adanya demonstrasi, diganti dengan pkkmb online, tapi masih bisa berjalan dengan baik.;positif
301316;17/09/2025 12.18;PKKMB Luar Biasa namun ada kendala di server web suka down.;positif
332710;20/09/2025 04.09;e mohon untuk sinyalnya diperkuat karena susah banget untuk log in terus;positif
354180;21/09/2025 19.15;Sangat bisa mengikuti PKKMB walaupun online so I'm Very Very Happy;netral
301324;17/09/2025 12.19;kegiatan pkkmb offline mantap, namun server down;positif
355110;22/09/2025 01.47;menggunakan web yang lebih baik agar mahasiswa lebih leluasa untuk mengerjakan tanpa ada kendala pada web ;positif
324332;19/09/2025 17.13;mantap;positif
296238;16/09/2025 10.27;siap mengikuti PKKMB UNPAM dan menjadi Mahasiswa Baru UNPAM dengan penuh semngat dan bersama UNPAM, Meraih Ilmu untuk membentuk peradaban Gemilang;netral
314958;18/09/2025 21.48;Komunikas dan peyampaian informasi seputar pkkmb lebih di tingkatkan lagi, tidak semua orang yang baru masuk kampus faham dengan konsep yang panitia suguhkan.;positif
301256;16/09/2025 23.13;Tidak ada masukan;positif
282686;12/09/2025 12.47;pengenalan lingkungan kampus :membantu mahasiswa baru memahami sistem akademik,organisasi,fasilitas serta budaya kampus.  ajang silaturahmi dan networking :pkkmb menjadi sarana mahasiswa  baru saling mengenal dan membangun jaringan pertemanan.;positif
335028;20/09/2025 06.58;kegiatan pkkmb ini  kita harus melakukan kegiatan contohnya seperti bikin video atau yang lain nyaa;netral
351470;21/09/2025 11.31;yaa semogaa web nya tidak eror eror an yaa agak susah juga kalau  ngerjain nya tu;netral
353388;21/09/2025 15.41;Masukan Positif    Fleksibilitas waktu dan tempat – Mahasiswa bisa mengikuti dari mana saja tanpa harus hadir langsung di kampus.    Masukan untuk Perbaikan    Kendala teknis – Sering terjadi masalah jaringan atau audio. Perlu disiapkan panduan teknis sederhana dan rekaman materi bagi yang tertinggal.  Durasi kegiatan – Jika terlalu panjang tanpa jeda, peserta mudah lelah. Lebih baik dibagi ke dalam sesi singkat dengan jeda istirahat yang cukup.;positif
348620;21/09/2025 06.37;Karna pkkmb online mungkin website tolong diperbaiki agar tidak sering down;positif
311408;18/09/2025 15.20;MAU PKKMB OFFLINE 🥺;netral
312902;18/09/2025 17.50;Tolong webnya di perbaiki, saya ngerjain dr pg smpe sore ini br slse semua karna lag🥲🥲🥲🥲;positif
323486;19/09/2025 15.57;Soal Website yang Sering Eror:  Perkuat servernya. Pastiin server bisa nampung ribuan mahasiswa yang akses barengan.   Bikin alternatif. Kalau web utamanya eror, siapin web cadangan atau platform lain ;positif
321446;19/09/2025 12.47;Semoga kedepannya lebih baik lagi;positif
328866;19/09/2025 23.10;tidak ada;netral
306932;18/09/2025 00.05;semoga tahun depan tidak online lagi ya min hehe;netral
301196;16/09/2025 23.04;kurang seru min, soalnya offline ;netral
277876;11/09/2025 10.47;semoga web nyaa bisa lebih baik lagi, terimakasih ;positif
315794;18/09/2025 23.11;Pengennya pkkmb nya di ulang biar ngerasain keseruan pkkmb offline ;positif
310844;18/09/2025 14.17;lebih jelas dan cepat untuk menyampaikan info' terkait pkkmb agar tidak simpang siur beritanya;positif
314338;18/09/2025 20.47;Cukup baik;positif
327452;19/09/2025 21.30;baik dan jelas;positif
316366;19/09/2025 00.00;untuk saya tidak jadi pkkmb ofline tidak ada masukan dari saya pribadi tapi dengan menonton semua vidio ini saya jadi punya bekal untuk menghadapi perkuliahan di unpam;netral
330984;20/09/2025 01.46;Kalo bisa nanti PKKMB di tahun selanjutnya diadakan ulang bagi yang tidak ikut PKKMB offline kemarin;netral
313046;18/09/2025 18.05;harus lebih terstruktur agar mahasiswa dapat memahami lebih dalam ;positif
313050;18/09/2025 18.05;harus lebih terstruktur agar mahasiswa dapat memahami lebih dalam ;positif
313066;18/09/2025 18.06;harus lebih terstruktur agar mahasiswa dapat memahami lebih dalam ;positif
292728;15/09/2025 18.59;sudah bagusss;positif
304682;17/09/2025 19.41;Sangat baik, materi dan informasi yang diberikan sangat jelas dan mudah di pahami.;positif
312094;18/09/2025 16.34;sebelumnya mohon maaf, harus lebih terstruktur memberikan arahan dan informasi PPKMB nya, cukup sekian terimakasih.;positif
327390;19/09/2025 21.26;"untuk web matkul onlline di mentari sepertinya harus ditinjau lagi karena suka error, pada saat pengerjaan tiba"" waktunya habis atau ke refresh. ";netral
327518;19/09/2025 21.34;maasukan untuk web mentari, terkadang saat sedang mengerjakan quiz pretest suka error atau kerefresh sendiri.;netral
312498;18/09/2025 17.10;Sangat seru tapi kenapa pkkmb nya online, jadi suasananya kurang mendalami;netral
294944;16/09/2025 01.00;keren, berharap ada offline kemarin, tapi gapapa, i love you unpam;positif
326740;19/09/2025 20.37;Banyak sekali miss komunikasi dan miss informasi sehingga sebagai mahasiswa baru saya kurang mendapatkan informasi yang jelas dan relevan untuk memulai kegiatan perkuliahan ;netral
332010;20/09/2025 03.14;Kemarin sempat kecewa karna PKKMB CS Tangsel dibuat online di tgl 6. Tapi walaupun online materi dan informasi yg disampaikan juga bermafaat;negatif
315818;18/09/2025 23.13;Semoga kedepannya pkkmb offline selalu di adakan agar mahasiswa baru bisa beradaptasi dengan lingkungan kampus;netral
315022;18/09/2025 21.54;Website yang kurang memadai serta susah di akses oleh mahasiwa/i menjadi kendalanya, namun secara keseluruhan sdh bagus dan baik dilaksanakan;netral
350958;21/09/2025 10.43;Perbaiki web nya kadang ngelag parah;netral
296188;16/09/2025 10.16;Masukan dari saya mengenai kegiatan ini, mungkin agar lebih berinovasi lagi dari segi pembawa dan kegiatan PKKMB, terutama Online agar mahasiswa/i lebih bersemangat lagi. Itu saja terimakasih;positif
293636;15/09/2025 21.45;Seruuu, tapi lebih seru kalo klo ofline ( korban pkkmb online) :)));positif
292848;15/09/2025 19.24;Kegiatan PKKMB ini sangat bagus untuk mahasiswa baru dalam mengenal lingkungan kampus nya namun bisa sangat lebih seru apabila di laksanakan secara offline karena sangat berkesan bertemu langsung dengan para dosen' terhormat dan teman' maba lainnya tapi tidak masalah semoga kedepannya PKKMB ini bisa lebih seru dan offline kembali sekian terimakasih pihak unpam dan panitia PKKMB tahun 2025/2026🙏🏻;positif
280958;11/09/2025 23.31;sebaiknya PKKMB dilakukan secara offline pula, terima kasih;positif
343392;20/09/2025 21.48;Tidak ada;netral
298148;16/09/2025 15.39;MANTAPP    kecewa karna pkkmbnya online;netral
312268;18/09/2025 16.52;Kegiatan PKKMB sudah berjalan baik, namun akan lebih menarik jika dibuat lebih interaktif, menambah sesi pengembangan soft skill, serta menghadirkan pendampingan dari kakak tingkat agar mahasiswa baru lebih mudah beradaptasi;positif
333258;20/09/2025 04.48;pada kegiatan pkkmb kali lumayan bermanfaat karena kita disuruh untuk belajar mandiri dan bersabar dalam hal apapun walaupun terkadang jaringan link spmb sering error ;netral
346928;21/09/2025 02.22;lebih bagus lagi web nya;positif
352986;21/09/2025 14.22;Informasi yang di sampaikan jelas;positif
278516;11/09/2025 14.01;Untuk di pkkmb selanjutnya semoga tidak online lagi, akan lebih baik di pindah tanggal saja, terimakasih ;positif
297570;16/09/2025 14.12;Masukan terhadap kegiatan PKKMB dapat berfokus pada penyampaian materi yang relevan dan menarik;positif
351494;21/09/2025 11.33;Tidak seru karna online;netral
341992;20/09/2025 19.28;gaseruu ka online soalnyaa;positif
342024;20/09/2025 19.30;gaseruu ka online soalnyaa;positif
342028;20/09/2025 19.30;gaseruu ka online soalnyaa;positif
296642;16/09/2025 11.44;Seru dan mudah dimengerti proses dan alurnya, jadi saya cepat mengertinya. Saya sangat sedih PKKMB online, terima kasih;positif
333366;20/09/2025 04.57;kelasssss;netral
299476;16/09/2025 19.23;website nya selalu eror, jadi ke log out terus. tapi sisi lain nya pkkmb ini seru.;positif
300054;16/09/2025 20.39; Sangat mudah di pahami dan banyak informasi yang di sampaikan bermanfaat ;positif
291844;15/09/2025 16.54;PKKMB yang di lakukan secara online sangat mudah di pahami karena sebelum mengerjakan soal-soal sudah ada materi video dari Youtube. Akan tetapi PKKMB yang dilakukan secara online menggunakan web ini harus extra sabar, karena banyak orang yang mengakses webnya, sehingga harus merefresh bekali-kali. ;positif
313560;18/09/2025 19.01;Online ga seru;positif
302632;17/09/2025 15.26;harusnya pkkmb offline ya ka sedih dehhh😔;netral
301264;16/09/2025 23.14;Penjelasan materi PPKMB di ucapkan dengan jelas dan mudah dimengerti.;positif
324728;19/09/2025 17.49;next harus offline;netral
296390;16/09/2025 11.02;kurang puas ,karna ada konflik demo maba pkkmb nya harus online ;netral
303962;17/09/2025 18.08;  SEMOGA PKKMB GELOMBANG GENAP OFFLINE   TERIMAKSIH;netral
353814;21/09/2025 17.33;Saya sangat senang bisa bergabung menjadi mahasiswa unpam;positif
298936;16/09/2025 17.40;Kalo menurut pribadi saya tidak ada yang perlu di komentari untuk kegiatan PKKMB. Di kareankan bagi Mahasiswa baru sudah seharusnya dan sepantasnya mengenali dasar awal masuk dunia Universitas dan ini baik.    Teriam kasih atas Bimbingan dan Penjelasan tentang Materi maupun Penjelasannya;netral
284292;12/09/2025 18.16;Pkkmb ok;positif
289334;13/09/2025 21.12;lebih baik pkkmb dilakukan secara offline;positif
316506;19/09/2025 00.12;lebih perbaiki lagi dalam sistem server, karena kadang error saat mengisi.;netral
344510;20/09/2025 23.20;pkkmb untuk sekarang yang cs kurangnya karna di adakan secara online;negatif
308690;18/09/2025 09.45;PKKMB REGULER CS TAHUN INI SANGAT DISAYANGKN ONLINE, SEBAGAI MAHASISWA BARU PASTI SANGAT SENAN BERPARTISIPASI DENGAN PKKMB OFFLINE;positif
323926;19/09/2025 16.42;Semoga panitia lebih bersemangat lagi untuk pkkmb;netral
354892;21/09/2025 23.13;masukan dari saya,semoga ngga ada pkkmb secara online lagi aja ya,karna sedihh huhuhu tapi mantappp;positif
345454;21/09/2025 00.37;bagus;positif
303506;17/09/2025 17.09;baik;positif
346718;21/09/2025 02.06;solusi agar semua website unpam gampang di akses. Karna mahasiswa nya yang banyak jadi kadang nge lag😉, terimakasih🙏;netral
322366;19/09/2025 14.19;- Materi disampaikan dengan jelas dan interaktif  - Ada sesi tanya jawab dan diskusi  - Mahasiswa baru bisa berinteraksi dengan dosen dan teman-teman lain  - Informasi tentang kampus dan program studi disampaikan dengan lengkap    Namun, perlu juga memast;positif
307890;18/09/2025 06.59;Karena kemarin pkkmb online kurang seru ya, kaya ga merasakan pkkmb. ;netral
301910;17/09/2025 13.56;Masukkan saya terhadap kegiatan PKKMB 2025 ini yaitu, seharusnya PKKMB dilakukan secara luring bukan daring, agar kami juga selaku mahasiswa baru tidak terlewat momen sakral itu yang dimana PKKMB hanya dilakukan sekali dan bisa langsung mengenali lingkungan kampus dengan datang kesana.;netral
329306;19/09/2025 23.41;baik;positif
304066;17/09/2025 18.22;Kegiatan Pkkmb sangat seru, namun akan lebih seru jika dilaksanakan secara offline serentak sehingga memungkinkan mahasiswa untuk bersosialisasi langsung dengan teman teman,  sukses unpam!;positif
335176;20/09/2025 07.13;Seru 10/10 mungkin kalo offline bakal lebih sseru huhu;positif
316134;18/09/2025 23.38;Semoga acara pkkmb yang akan datang tidak online lagi;netral
354602;21/09/2025 21.41;semoga untuk kedepannya pkkmb online bisa lebih banyak mengakses mahasiswa diapk zoom karna kebanyakan yg kebagian diyt. Sekian terimakasih ;netral
329252;19/09/2025 23.37;Cukup memuaskan bisa buat orang paham dengan pembahasan PKKMB;positif
316720;19/09/2025 00.32;semoga lebih baik lagi kedepannya;positif
314494;18/09/2025 21.02;Saya sangat senang bisa berpartisipasi namun cukup menyangkan karena pkkmb nya dialihkan menjadi online lantaran demo yang terjadi pada bulan Agustus lalu;positif
307682;18/09/2025 05.20;Seru akan tetapi kami sebagai kelas reguler sabtu tidak merasakan pkkmb offline,saya harap tahun depan bisa ikut;positif
316662;19/09/2025 00.25;Menurut saya, pelaksanaan PKKMB UNPAM tahun ini sudah sangat jelas, mulai dari penyampaian materi, alur kegiatan, hingga pengenalan terhadap lingkungan kampus. Para panitia juga cukup sigap dalam mengarahkan peserta, sehingga kegiatan dapat berjalan dengan lancar.    Selain itu, PKKMB ini bukan hanya sekadar formalitas, tapi benar-benar memberikan wawasan baru bagi mahasiswa baru tentang dunia perkuliahan, organisasi kemahasiswaan, dan nilai-nilai kebangsaan yang penting untuk ditanamkan sejak dini. Kegiatan ini juga menjadi momen awal yang baik untuk membangun rasa kekeluargaan antar mahasiswa baru dan mengenal lebih jauh budaya akademik yang ada di UNPAM.    Namun ke depannya, saya berharap ada lebih banyak ruang interaksi dua arah agar mahasiswa baru tidak hanya menjadi pendengar, tetapi juga bisa aktif bertanya, berdiskusi, atau menyampaikan pandangan mereka. Ini bisa membuat suasana lebih hidup dan membangun kepercayaan diri sejak awal.    Secara keseluruhan, PKKMB UNPAM memberikan kesan yang positif dan menjadi langkah awal yang baik dalam perjalanan akademik mahasiswa baru.;positif
315496;18/09/2025 22.43;kalau bisa offline, karena jika online terkadang jaringan tidak mendukung yang mengakibatkan tertinggal informasi atau materi;positif
316576;19/09/2025 00.18;cukup bagus dan memuaskan ;positif
355008;21/09/2025 23.51;Alhamdulillah cukup menarik semoga bisa lebih baik lagi ;positif
314884;18/09/2025 21.41;UNTUK WEB LEBIH DIPERLUASKAN LAGI ACSESS NYA AGAR TIDAK KESERINGAN EROR;positif
353494;21/09/2025 16.06;tolong link nya diperbaiki lagi;positif
333378;20/09/2025 04.59;Semuanya sudah sempurna;netral
322202;19/09/2025 14.04;akses linknya diperbaiki lagi agar tidak load terus;positif
325228;19/09/2025 18.34;Secara keseluruhan pkkmb berjalan dengan baik dan lebih seru lagi di tambah kegiatan kegiatan menarik lainnya;positif
306520;17/09/2025 23.14;MENARIK, TAPI LEBIH BAIK UNTUK PKKMB TIDAK ADA VIA DARING KARNA BANYAK MISCOM..;positif
315770;18/09/2025 23.09;Menurut saya, selaku maba yang menjalani kegiatan PKKMB Online merasa tidak puas dikarenakan media dan metode yang kurang maksimal, saya harap kedepannya lebih dipersiapkan lagi agar tidak terjadi kekecewaan terhadap Mahasiswa baru dan juga mereka merasa senang dan nyaman belajar di Universitas Pamulang.    Sekian tanggapan saya kurang lebihnya mohon maaf.    Terima Kasih  ;netral
333526;20/09/2025 05.13;Kegiatan yang diselenggarakan menarik dan luar biasa;positif
